CustomerID,Name,Age,Email,Phone,Purchase_Amount,Date,City
418,MIKE,26,mike@gmail.com,,4306,2023-03-01,CHENNAI
419,sarah,60,,9876543210,9785,,Mumbai
420,TOM,65,tom@gmail.com,555.555.5555,8043,2023-04-01,
421,John,56,john@gmail.com,9876543210,6991,2023-01-01,Chennai
422,jane,46,JANE@gmail.com,123-456-7890,6838,01/02/2023,chennai
423,MIKE,59,mike@gmail.com,,2572,2023-03-01,CHENNAI
424,sarah,43,,9876543210,2839,,Mumbai
425,TOM,52,tom@gmail.com,555.555.5555,5501,2023-04-01,
426,John,67,john@gmail.com,9876543210,1861,2023-01-01,Chennai
427,jane,42,JANE@gmail.com,123-456-7890,976,01/02/2023,chennai
428,MIKE,41,mike@gmail.com,,3912,2023-03-01,CHENNAI
429,sarah,30,,9876543210,9604,,Mumbai
430,TOM,24,tom@gmail.com,555.555.5555,1560,2023-04-01,
431,John,53,john@gmail.com,9876543210,1833,2023-01-01,Chennai
432,jane,62,JANE@gmail.com,123-456-7890,1705,01/02/2023,chennai
433,MIKE,37,mike@gmail.com,,5722,2023-03-01,CHENNAI
434,sarah,18,,9876543210,6867,,Mumbai
435,TOM,25,tom@gmail.com,555.555.5555,7086,2023-04-01,
436,John,63,john@gmail.com,9876543210,3617,2023-01-01,Chennai
437,jane,33,JANE@gmail.com,123-456-7890,3835,01/02/2023,chennai
438,MIKE,31,mike@gmail.com,,9452,2023-03-01,CHENNAI
439,sarah,29,,9876543210,8534,,Mumbai
440,TOM,68,tom@gmail.com,555.555.5555,2690,2023-04-01,
441,John,40,john@gmail.com,9876543210,1163,2023-01-01,Chennai
442,jane,32,JANE@gmail.com,123-456-7890,4424,01/02/2023,chennai
443,MIKE,45,mike@gmail.com,,9211,2023-03-01,CHENNAI
444,sarah,51,,9876543210,5442,,Mumbai
445,TOM,19,tom@gmail.com,555.555.5555,105,2023-04-01,
446,John,49,john@gmail.com,9876543210,7589,2023-01-01,Chennai
447,jane,40,JANE@gmail.com,123-456-7890,8759,01/02/2023,chennai
448,MIKE,39,mike@gmail.com,,8295,2023-03-01,CHENNAI
449,sarah,68,,9876543210,6066,,Mumbai
450,TOM,42,tom@gmail.com,555.555.5555,8937,2023-04-01,
451,John,39,john@gmail.com,9876543210,217,2023-01-01,Chennai
452,jane,39,JANE@gmail.com,123-456-7890,2651,01/02/2023,chennai
453,MIKE,66,mike@gmail.com,,5660,2023-03-01,CHENNAI
454,sarah,69,,9876543210,4389,,Mumbai
455,TOM,59,tom@gmail.com,555.555.5555,946,2023-04-01,
456,John,23,john@gmail.com,9876543210,6416,2023-01-01,Chennai
457,jane,32,JANE@gmail.com,123-456-7890,6569,01/02/2023,chennai
458,MIKE,60,mike@gmail.com,,9433,2023-03-01,CHENNAI
459,sarah,54,,9876543210,9015,,Mumbai
460,TOM,50,tom@gmail.com,555.555.5555,324,2023-04-01,
461,John,25,john@gmail.com,9876543210,4308,2023-01-01,Chennai
462,jane,61,JANE@gmail.com,123-456-7890,6383,01/02/2023,chennai
463,MIKE,61,mike@gmail.com,,2148,2023-03-01,CHENNAI
464,sarah,22,,9876543210,6333,,Mumbai
465,TOM,56,tom@gmail.com,555.555.5555,9865,2023-04-01,
466,John,21,john@gmail.com,9876543210,1928,2023-01-01,Chennai
467,jane,23,JANE@gmail.com,123-456-7890,2017,01/02/2023,chennai
468,MIKE,62,mike@gmail.com,,4334,2023-03-01,CHENNAI
469,sarah,49,,9876543210,7088,,Mumbai
470,TOM,69,tom@gmail.com,555.555.5555,2126,2023-04-01,
471,John,47,john@gmail.com,9876543210,3844,2023-01-01,Chennai
472,jane,64,JANE@gmail.com,123-456-7890,9193,01/02/2023,chennai
473,MIKE,52,mike@gmail.com,,109,2023-03-01,CHENNAI
474,sarah,57,,9876543210,360,,Mumbai
475,TOM,69,tom@gmail.com,555.555.5555,6138,2023-04-01,
476,John,33,john@gmail.com,9876543210,9965,2023-01-01,Chennai
477,jane,30,JANE@gmail.com,123-456-7890,2319,01/02/2023,chennai
478,MIKE,67,mike@gmail.com,,7141,2023-03-01,CHENNAI
479,sarah,59,,9876543210,2160,,Mumbai
480,TOM,47,tom@gmail.com,555.555.5555,5387,2023-04-01,
481,John,36,john@gmail.com,9876543210,1719,2023-01-01,Chennai
482,jane,34,JANE@gmail.com,123-456-7890,8612,01/02/2023,chennai
483,MIKE,36,mike@gmail.com,,1442,2023-03-01,CHENNAI
484,sarah,45,,9876543210,2932,,Mumbai
485,TOM,43,tom@gmail.com,555.555.5555,2924,2023-04-01,
486,John,54,john@gmail.com,9876543210,2094,2023-01-01,Chennai
487,jane,43,JANE@gmail.com,123-456-7890,3590,01/02/2023,chennai
488,MIKE,40,mike@gmail.com,,9410,2023-03-01,CHENNAI
489,sarah,26,,9876543210,8084,,Mumbai
490,TOM,29,tom@gmail.com,555.555.5555,1704,2023-04-01,
491,John,18,john@gmail.com,9876543210,335,2023-01-01,Chennai
492,jane,18,JANE@gmail.com,123-456-7890,2008,01/02/2023,chennai
493,MIKE,64,mike@gmail.com,,8667,2023-03-01,CHENNAI
494,sarah,51,,9876543210,3630,,Mumbai
495,TOM,49,tom@gmail.com,555.555.5555,5356,2023-04-01,
496,John,65,john@gmail.com,9876543210,2735,2023-01-01,Chennai
497,jane,42,JANE@gmail.com,123-456-7890,8262,01/02/2023,chennai
498,MIKE,57,mike@gmail.com,,9862,2023-03-01,CHENNAI
499,sarah,62,,9876543210,2660,,Mumbai
500,TOM,18,tom@gmail.com,555.555.5555,5515,2023-04-01,
481,John,36,john@gmail.com,9876543210,1719,2023-01-01,Chennai
314,sarah,28,,9876543210,5215,,Mumbai
6,John,25,john@gmail.com,9876543210,8230,2023-01-01,Chennai
66,John,53,john@gmail.com,9876543210,925,2023-01-01,Chennai
376,John,45,john@gmail.com,9876543210,738,2023-01-01,Chennai
183,MIKE,45,mike@gmail.com,,1631,2023-03-01,CHENNAI
176,John,68,john@gmail.com,9876543210,8747,2023-01-01,Chennai
474,sarah,57,,9876543210,360,,Mumbai
384,sarah,41,,9876543210,5226,,Mumbai
232,jane,40,JANE@gmail.com,123-456-7890,1024,01/02/2023,chennai
199,sarah,20,,9876543210,3476,,Mumbai
220,TOM,29,tom@gmail.com,555.555.5555,7583,2023-04-01,
93,MIKE,64,mike@gmail.com,,5068,2023-03-01,CHENNAI
28,MIKE,39,mike@gmail.com,,9923,2023-03-01,CHENNAI
375,TOM,61,tom@gmail.com,555.555.5555,402,2023-04-01,
268,MIKE,36,mike@gmail.com,,7240,2023-03-01,CHENNAI
447,jane,40,JANE@gmail.com,123-456-7890,8759,01/02/2023,chennai
275,TOM,57,tom@gmail.com,555.555.5555,2148,2023-04-01,
461,John,25,john@gmail.com,9876543210,4308,2023-01-01,Chennai
424,sarah,43,,9876543210,2839,,Mumbai
240,TOM,43,tom@gmail.com,555.555.5555,1938,2023-04-01,
241,John,49,john@gmail.com,9876543210,109,2023-01-01,Chennai
362,jane,38,JANE@gmail.com,123-456-7890,2493,01/02/2023,chennai
91,John,62,john@gmail.com,9876543210,5744,2023-01-01,Chennai
58,MIKE,64,mike@gmail.com,,9067,2023-03-01,CHENNAI
65,TOM,34,tom@gmail.com,555.555.5555,3367,2023-04-01,
212,jane,49,JANE@gmail.com,123-456-7890,8649,01/02/2023,chennai
431,John,53,john@gmail.com,9876543210,1833,2023-01-01,Chennai
52,jane,67,JANE@gmail.com,123-456-7890,4480,01/02/2023,chennai
407,jane,64,JANE@gmail.com,123-456-7890,225,01/02/2023,chennai
343,MIKE,24,mike@gmail.com,,7787,2023-03-01,CHENNAI
169,sarah,32,,9876543210,4368,,Mumbai
245,TOM,28,tom@gmail.com,555.555.5555,7518,2023-04-01,
233,MIKE,54,mike@gmail.com,,1681,2023-03-01,CHENNAI
389,sarah,52,,9876543210,6606,,Mumbai
272,jane,69,JANE@gmail.com,123-456-7890,7345,01/02/2023,chennai
50,TOM,42,tom@gmail.com,555.555.5555,1166,2023-04-01,
458,MIKE,60,mike@gmail.com,,9433,2023-03-01,CHENNAI
191,John,42,john@gmail.com,9876543210,6416,2023-01-01,Chennai
30,TOM,42,tom@gmail.com,555.555.5555,9640,2023-04-01,
193,MIKE,50,mike@gmail.com,,5010,2023-03-01,CHENNAI
170,TOM,60,tom@gmail.com,555.555.5555,4848,2023-04-01,
371,John,21,john@gmail.com,9876543210,3744,2023-01-01,Chennai
253,MIKE,39,mike@gmail.com,,7070,2023-03-01,CHENNAI
160,TOM,66,tom@gmail.com,555.555.5555,7519,2023-04-01,
236,John,18,john@gmail.com,9876543210,5813,2023-01-01,Chennai
68,MIKE,57,mike@gmail.com,,5845,2023-03-01,CHENNAI
484,sarah,45,,9876543210,2932,,Mumbai
259,sarah,23,,9876543210,8802,,Mumbai
227,jane,34,JANE@gmail.com,123-456-7890,7412,01/02/2023,chennai
