CustomerID,Name,Age,Email,Phone,Purchase_Amount,Date,City
438,Mike,31,mike@gmail.com,,9452,2023-03-01,Chennai
439,Sarah,29,,9876543210,8534,,Mumbai
440,Tom,68,tom@gmail.com,555.555.5555,2690,2023-04-01,
441,John,40,john@gmail.com,9876543210,1163,2023-01-01,Chennai
442,Jane,32,jane@gmail.com,123-456-7890,4424,,Chennai
443,Mike,45,mike@gmail.com,,9211,2023-03-01,Chennai
444,Sarah,51,,9876543210,5442,,Mumbai
445,Tom,19,tom@gmail.com,555.555.5555,105,2023-04-01,
446,John,49,john@gmail.com,9876543210,7589,2023-01-01,Chennai
447,Jane,40,jane@gmail.com,123-456-7890,8759,,Chennai
448,Mike,39,mike@gmail.com,,8295,2023-03-01,Chennai
449,Sarah,68,,9876543210,6066,,Mumbai
450,Tom,42,tom@gmail.com,555.555.5555,8937,2023-04-01,
451,John,39,john@gmail.com,9876543210,217,2023-01-01,Chennai
452,Jane,39,jane@gmail.com,123-456-7890,2651,,Chennai
453,Mike,66,mike@gmail.com,,5660,2023-03-01,Chennai
454,Sarah,69,,9876543210,4389,,Mumbai
455,Tom,59,tom@gmail.com,555.555.5555,946,2023-04-01,
456,John,23,john@gmail.com,9876543210,6416,2023-01-01,Chennai
457,Jane,32,jane@gmail.com,123-456-7890,6569,,Chennai
458,Mike,60,mike@gmail.com,,9433,2023-03-01,Chennai
459,Sarah,54,,9876543210,9015,,Mumbai
460,Tom,50,tom@gmail.com,555.555.5555,324,2023-04-01,
461,John,25,john@gmail.com,9876543210,4308,2023-01-01,Chennai
462,Jane,61,jane@gmail.com,123-456-7890,6383,,Chennai
463,Mike,61,mike@gmail.com,,2148,2023-03-01,Chennai
464,Sarah,22,,9876543210,6333,,Mumbai
465,Tom,56,tom@gmail.com,555.555.5555,9865,2023-04-01,
466,John,21,john@gmail.com,9876543210,1928,2023-01-01,Chennai
467,Jane,23,jane@gmail.com,123-456-7890,2017,,Chennai
468,Mike,62,mike@gmail.com,,4334,2023-03-01,Chennai
469,Sarah,49,,9876543210,7088,,Mumbai
470,Tom,69,tom@gmail.com,555.555.5555,2126,2023-04-01,
471,John,47,john@gmail.com,9876543210,3844,2023-01-01,Chennai
472,Jane,64,jane@gmail.com,123-456-7890,9193,,Chennai
473,Mike,52,mike@gmail.com,,109,2023-03-01,Chennai
474,Sarah,57,,9876543210,360,,Mumbai
475,Tom,69,tom@gmail.com,555.555.5555,6138,2023-04-01,
476,John,33,john@gmail.com,9876543210,9965,2023-01-01,Chennai
477,Jane,30,jane@gmail.com,123-456-7890,2319,,Chennai
478,Mike,67,mike@gmail.com,,7141,2023-03-01,Chennai
479,Sarah,59,,9876543210,2160,,Mumbai
480,Tom,47,tom@gmail.com,555.555.5555,5387,2023-04-01,
481,John,36,john@gmail.com,9876543210,1719,2023-01-01,Chennai
482,Jane,34,jane@gmail.com,123-456-7890,8612,,Chennai
483,Mike,36,mike@gmail.com,,1442,2023-03-01,Chennai
484,Sarah,45,,9876543210,2932,,Mumbai
485,Tom,43,tom@gmail.com,555.555.5555,2924,2023-04-01,
486,John,54,john@gmail.com,9876543210,2094,2023-01-01,Chennai
487,Jane,43,jane@gmail.com,123-456-7890,3590,,Chennai
488,Mike,40,mike@gmail.com,,9410,2023-03-01,Chennai
489,Sarah,26,,9876543210,8084,,Mumbai
490,Tom,29,tom@gmail.com,555.555.5555,1704,2023-04-01,
491,John,18,john@gmail.com,9876543210,335,2023-01-01,Chennai
492,Jane,18,jane@gmail.com,123-456-7890,2008,,Chennai
493,Mike,64,mike@gmail.com,,8667,2023-03-01,Chennai
494,Sarah,51,,9876543210,3630,,Mumbai
495,Tom,49,tom@gmail.com,555.555.5555,5356,2023-04-01,
496,John,65,john@gmail.com,9876543210,2735,2023-01-01,Chennai
497,Jane,42,jane@gmail.com,123-456-7890,8262,,Chennai
498,Mike,57,mike@gmail.com,,9862,2023-03-01,Chennai
499,Sarah,62,,9876543210,2660,,Mumbai
500,Tom,18,tom@gmail.com,555.555.5555,5515,2023-04-01,
